LME,CODE,PROD,YEAR,MEAN
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,1998,1.119000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,1999,0.8467000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2000,0.8858000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2001,1.152000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2002,0.5368000000000001
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2003,0.4552000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2004,0.5191000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2005,0.5977000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2006,0.6272000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2007,0.5374000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2008,0.5170000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2009,0.5668000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2010,0.4916000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2011,0.4901000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2012,0.5847000000000000
NORTHERN_BERING_CHUKCHI_SEAS,54,CHL,2013,0.7047000000000000
